"countyfips"	"sort"	"popch2023"	"pop_pctch2023"	"nat2023"	"int_mig2023"	"dom_mig2023"	"STNAME"	"CTYNAME"	"ESTIMATESBASE2020"	"POPESTIMATE2023"	"bach19"	"bach22"	"pop25_19"	"pop25_22"	"cont_code"	"party"	"pctwon"	"RUCC_2023"	"RUCC23_desc"
"26069"	1268	146	"1"	-900	24	1025	"Michigan"	"Iosco County"	25227	25373	NA	NA	NA	NA	"6"	"REPUBLICAN"	63.5	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"55041"	3070	146	"2"	-163	4	306	"Wisconsin"	"Forest County"	9179	9325	NA	NA	NA	NA	"6"	"REPUBLICAN"	65	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"39127"	2109	145	"0"	-223	5	351	"Ohio"	"Perry County"	35406	35551	NA	NA	NA	NA	"2"	"REPUBLICAN"	74.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"29025"	1498	143	"2"	-89	7	228	"Missouri"	"Caldwell County"	8812	8955	NA	NA	NA	NA	"2"	"REPUBLICAN"	79.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"47007"	2434	143	"1"	-159	36	269	"Tennessee"	"Bledsoe County"	14917	15060	NA	NA	NA	NA	"6"	"REPUBLICAN"	82.1	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"12037"	340	142	"1"	-296	9	407	"Florida"	"Franklin County"	12452	12594	NA	NA	NA	NA	"6"	"REPUBLICAN"	68.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"20059"	920	142	"1"	-178	17	287	"Kansas"	"Franklin County"	25983	26125	NA	NA	NA	NA	"5"	"REPUBLICAN"	68	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"26011"	1239	142	"1"	-354	0	493	"Michigan"	"Arenac County"	15003	15145	NA	NA	NA	NA	"6"	"REPUBLICAN"	67.1	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"45001"	2319	140	"1"	-594	23	697	"South Carolina"	"Abbeville County"	24294	24434	NA	NA	NA	NA	"5"	"REPUBLICAN"	66.1	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21223"	1107	139	"2"	-139	2	281	"Kentucky"	"Trimble County"	8468	8607	NA	NA	NA	NA	"2"	"REPUBLICAN"	74.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"29187"	1580	139	"0"	-1002	81	1187	"Missouri"	"St. Francois County"	66919	67058	6865	8335	48484	47092	"5"	"REPUBLICAN"	73.3	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"05097"	161	138	"2"	-271	-2	428	"Arkansas"	"Montgomery County"	8482	8620	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.6	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"56015"	3129	138	"1"	-208	7	338	"Wyoming"	"Goshen County"	12504	12642	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.8	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"20085"	933	137	"1"	50	50	32	"Kansas"	"Jackson County"	13231	13368	NA	NA	NA	NA	"4"	"REPUBLICAN"	68.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"39139"	2115	137	"0"	-1199	145	1137	"Ohio"	"Richland County"	124927	125064	16052	15693	85392	87500	"4"	"REPUBLICAN"	69.1	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"44009"	2318	137	"0"	-1668	475	1346	"Rhode Island"	"Washington County"	129845	129982	43287	51802	88728	92169	"2"	"DEMOCRATIC"	58.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"55121"	3111	136	"0"	273	100	-238	"Wisconsin"	"Trempealeau County"	30763	30899	NA	NA	NA	NA	"6"	"REPUBLICAN"	57.4	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"01109"	55	135	"0"	-226	157	192	"Alabama"	"Pike County"	33002	33137	NA	NA	NA	NA	"5"	"REPUBLICAN"	58.1	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"48465"	2758	135	"0"	900	246	-1028	"Texas"	"Val Verde County"	47585	47720	NA	NA	NA	NA	"5"	"REPUBLICAN"	54.2	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"21059"	1025	134	"0"	-42	252	-118	"Kentucky"	"Daviess County"	103324	103458	17069	17194	68986	69927	"4"	"REPUBLICAN"	63	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"47027"	2444	134	"2"	-209	26	319	"Tennessee"	"Clay County"	7580	7714	NA	NA	NA	NA	"6"	"REPUBLICAN"	78	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"29173"	1572	133	"1"	-139	2	269	"Missouri"	"Ralls County"	10356	10489	NA	NA	NA	NA	"5"	"REPUBLICAN"	77.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"39021"	2056	133	"0"	-244	12	352	"Ohio"	"Champaign County"	38712	38845	NA	NA	NA	NA	"5"	"REPUBLICAN"	73	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"08023"	258	131	"4"	-58	-1	198	"Colorado"	"Costilla County"	3497	3628	NA	NA	NA	NA	"6"	"DEMOCRATIC"	62.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"18085"	742	131	"0"	83	351	-319	"Indiana"	"Kosciusko County"	80233	80364	14647	13678	53973	54879	"5"	"REPUBLICAN"	74	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"19041"	812	131	"1"	-97	9	222	"Iowa"	"Clay County"	16380	16511	NA	NA	NA	NA	"5"	"REPUBLICAN"	68.7	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"40001"	2134	130	"1"	-111	11	215	"Oklahoma"	"Adair County"	19497	19627	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.6	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"41037"	2229	130	"2"	-181	41	267	"Oregon"	"Lake County"	8163	8293	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46087"	2407	130	"2"	17	1	112	"South Dakota"	"McCook County"	5679	5809	NA	NA	NA	NA	"4"	"REPUBLICAN"	71.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13161"	469	129	"1"	-153	7	270	"Georgia"	"Jeff Davis County"	14777	14906	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"19019"	801	129	"1"	107	76	-69	"Iowa"	"Buchanan County"	20562	20691	NA	NA	NA	NA	"6"	"REPUBLICAN"	59.7	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"28117"	1462	129	"1"	-282	160	240	"Mississippi"	"Prentiss County"	25006	25135	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.6	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"29181"	1576	129	"1"	-256	-6	380	"Missouri"	"Ripley County"	10677	10806	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"36027"	1844	129	"0"	-1118	1215	198	"New York"	"Dutchess County"	297021	297150	73269	88921	208001	211709	"2"	"DEMOCRATIC"	53.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"49055"	2807	129	"5"	4	-3	130	"Utah"	"Wayne County"	2485	2614	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48175"	2613	128	"2"	-102	-3	241	"Texas"	"Goliad County"	7016	7144	NA	NA	NA	NA	"4"	"REPUBLICAN"	77.2	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"21163"	1077	126	"0"	-193	31	278	"Kentucky"	"Meade County"	30005	30131	NA	NA	NA	NA	"4"	"REPUBLICAN"	72.2	"1"	"Metro - Counties in metro areas of 1 million population or more"
"18111"	755	125	"1"	-212	61	269	"Indiana"	"Newton County"	13835	13960	NA	NA	NA	NA	"2"	"REPUBLICAN"	75	"1"	"Metro - Counties in metro areas of 1 million population or more"
"26083"	1275	125	"6"	-61	0	186	"Michigan"	"Keweenaw County"	2047	2172	NA	NA	NA	NA	"5"	"REPUBLICAN"	55.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"29075"	1523	125	"2"	-81	2	204	"Missouri"	"Gentry County"	6162	6287	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"47137"	2499	124	"2"	-163	-2	290	"Tennessee"	"Pickett County"	5004	5128	NA	NA	NA	NA	"6"	"REPUBLICAN"	81.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48417"	2734	122	"4"	-38	2	162	"Texas"	"Shackelford County"	3107	3229	NA	NA	NA	NA	"6"	"REPUBLICAN"	91.2	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"55037"	3068	122	"3"	-127	0	244	"Wisconsin"	"Florence County"	4560	4682	NA	NA	NA	NA	"5"	"REPUBLICAN"	72.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"55061"	3080	122	"1"	-59	31	143	"Wisconsin"	"Kewaunee County"	20568	20690	NA	NA	NA	NA	"3"	"REPUBLICAN"	65.5	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48411"	2731	121	"2"	-138	7	257	"Texas"	"San Saba County"	5724	5845	NA	NA	NA	NA	"6"	"REPUBLICAN"	88.7	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"55091"	3096	121	"2"	-7	21	107	"Wisconsin"	"Pepin County"	7320	7441	NA	NA	NA	NA	"6"	"REPUBLICAN"	62.4	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"08047"	270	120	"2"	20	62	44	"Colorado"	"Gilpin County"	5806	5926	NA	NA	NA	NA	"2"	"DEMOCRATIC"	53.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"48075"	2563	120	"2"	-62	18	174	"Texas"	"Childress County"	6668	6788	NA	NA	NA	NA	"6"	"REPUBLICAN"	85.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"29061"	1516	119	"1"	23	2	99	"Missouri"	"Daviess County"	8432	8551	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"21201"	1096	118	"5"	-69	2	191	"Kentucky"	"Robertson County"	2195	2313	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.1	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"40105"	2186	118	"1"	-159	17	253	"Oklahoma"	"Nowata County"	9320	9438	NA	NA	NA	NA	"6"	"REPUBLICAN"	82.2	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"46101"	2414	118	"2"	62	55	2	"South Dakota"	"Moody County"	6332	6450	NA	NA	NA	NA	"6"	"REPUBLICAN"	60.9	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"55011"	3055	118	"1"	-37	2	153	"Wisconsin"	"Buffalo County"	13301	13419	NA	NA	NA	NA	"6"	"REPUBLICAN"	61.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"19055"	819	116	"1"	23	9	85	"Iowa"	"Delaware County"	17484	17600	NA	NA	NA	NA	"6"	"REPUBLICAN"	66.9	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"21057"	1024	116	"2"	-125	3	235	"Kentucky"	"Cumberland County"	5884	6000	NA	NA	NA	NA	"6"	"REPUBLICAN"	83.7	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"27029"	1331	116	"1"	-90	2	201	"Minnesota"	"Clearwater County"	8528	8644	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.6	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"30017"	1609	116	"1"	-145	4	255	"Montana"	"Custer County"	11869	11985	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.8	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"41049"	2235	116	"1"	135	61	-85	"Oregon"	"Morrow County"	12186	12302	NA	NA	NA	NA	"5"	"REPUBLICAN"	70.1	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"48449"	2750	116	"0"	330	157	-390	"Texas"	"Titus County"	31241	31357	NA	NA	NA	NA	"5"	"REPUBLICAN"	71.8	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"50015"	2816	115	"0"	-98	117	97	"Vermont"	"Lamoille County"	25945	26060	NA	NA	NA	NA	"6"	"DEMOCRATIC"	68.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"50019"	2818	115	"0"	-607	-8	728	"Vermont"	"Orleans County"	27401	27516	NA	NA	NA	NA	"6"	"DEMOCRATIC"	50.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"19117"	850	114	"1"	-51	11	155	"Iowa"	"Lucas County"	8633	8747	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.2	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"19099"	841	114	"0"	-180	148	138	"Iowa"	"Jasper County"	37805	37919	NA	NA	NA	NA	"5"	"REPUBLICAN"	60.1	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48111"	2581	114	"2"	335	243	-470	"Texas"	"Dallam County"	7123	7237	NA	NA	NA	NA	"6"	"REPUBLICAN"	86.3	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"51097"	2870	114	"2"	-179	0	298	"Virginia"	"King and Queen County"	6606	6720	NA	NA	NA	NA	"6"	"REPUBLICAN"	59.5	"1"	"Metro - Counties in metro areas of 1 million population or more"
"51191"	2913	114	"0"	-1272	27	1325	"Virginia"	"Washington County"	53936	54050	NA	NA	NA	NA	"3"	"REPUBLICAN"	75.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"12003"	324	113	"0"	53	36	-29	"Florida"	"Baker County"	28255	28368	NA	NA	NA	NA	"2"	"REPUBLICAN"	84.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"31081"	1697	113	"1"	-23	0	141	"Nebraska"	"Hamilton County"	9424	9537	NA	NA	NA	NA	"4"	"REPUBLICAN"	77.9	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"42127"	2310	113	"0"	-1234	11	1337	"Pennsylvania"	"Wayne County"	51149	51262	NA	NA	NA	NA	"6"	"REPUBLICAN"	66.3	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"55019"	3059	113	"0"	618	83	-593	"Wisconsin"	"Clark County"	34661	34774	NA	NA	NA	NA	"6"	"REPUBLICAN"	67.1	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"18069"	734	112	"0"	-316	95	325	"Indiana"	"Huntington County"	36669	36781	NA	NA	NA	NA	"5"	"REPUBLICAN"	73.7	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"33007"	1770	112	"0"	-1053	37	1116	"New Hampshire"	"Coos County"	31260	31372	NA	NA	NA	NA	"5"	"REPUBLICAN"	52.2	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"21235"	1113	111	"0"	-182	19	250	"Kentucky"	"Whitley County"	36714	36825	NA	NA	NA	NA	"5"	"REPUBLICAN"	81.9	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"27005"	1319	111	"0"	-186	30	259	"Minnesota"	"Becker County"	35172	35283	NA	NA	NA	NA	"6"	"REPUBLICAN"	64.1	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"28045"	1426	111	"0"	-684	34	748	"Mississippi"	"Hancock County"	46048	46159	NA	NA	NA	NA	"3"	"REPUBLICAN"	77	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"45047"	2342	111	"0"	-816	201	688	"South Carolina"	"Greenwood County"	69349	69460	12560	11457	48788	46690	"5"	"REPUBLICAN"	60.7	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"48123"	2587	110	"1"	-231	7	328	"Texas"	"DeWitt County"	19819	19929	NA	NA	NA	NA	"6"	"REPUBLICAN"	80.9	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"13251"	513	109	"1"	-214	-1	323	"Georgia"	"Screven County"	14065	14174	NA	NA	NA	NA	"6"	"REPUBLICAN"	59.1	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"26071"	1269	107	"1"	-448	3	552	"Michigan"	"Iron County"	11633	11740	NA	NA	NA	NA	"6"	"REPUBLICAN"	62.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46025"	2376	107	"3"	72	28	6	"South Dakota"	"Clark County"	3841	3948	NA	NA	NA	NA	"6"	"REPUBLICAN"	74.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"51091"	2867	107	"5"	-47	-2	158	"Virginia"	"Highland County"	2232	2339	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.2	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"55005"	3052	107	"0"	-556	187	467	"Wisconsin"	"Barron County"	46726	46833	NA	NA	NA	NA	"6"	"REPUBLICAN"	62.3	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"26105"	1286	106	"0"	-629	35	709	"Michigan"	"Mason County"	29053	29159	NA	NA	NA	NA	"5"	"REPUBLICAN"	59.2	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"49031"	2795	106	"7"	-13	0	124	"Utah"	"Piute County"	1444	1550	NA	NA	NA	NA	"6"	"REPUBLICAN"	88.7	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"24029"	1209	105	"1"	-585	70	621	"Maryland"	"Kent County"	19198	19303	NA	NA	NA	NA	"6"	"DEMOCRATIC"	49.4	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"47083"	2472	105	"1"	-210	-1	318	"Tennessee"	"Houston County"	8288	8393	NA	NA	NA	NA	"6"	"REPUBLICAN"	73.7	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"48321"	2686	105	"0"	207	350	-490	"Texas"	"Matagorda County"	36254	36359	NA	NA	NA	NA	"5"	"REPUBLICAN"	71.7	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21073"	1032	104	"0"	-626	180	542	"Kentucky"	"Franklin County"	51540	51644	NA	NA	NA	NA	"5"	"REPUBLICAN"	49.5	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"39015"	2053	104	"0"	-553	7	635	"Ohio"	"Brown County"	43673	43777	NA	NA	NA	NA	"2"	"REPUBLICAN"	78.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"26029"	1248	103	"0"	-442	51	499	"Michigan"	"Charlevoix County"	26056	26159	NA	NA	NA	NA	"6"	"REPUBLICAN"	57.9	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"29035"	1503	103	"2"	-40	-2	149	"Missouri"	"Carter County"	5200	5303	NA	NA	NA	NA	"6"	"REPUBLICAN"	84.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"47069"	2465	103	"0"	-346	0	416	"Tennessee"	"Hardeman County"	25464	25567	NA	NA	NA	NA	"6"	"REPUBLICAN"	57.2	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"51111"	2877	102	"1"	-184	57	230	"Virginia"	"Lunenburg County"	11936	12038	NA	NA	NA	NA	"6"	"REPUBLICAN"	58.9	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"19077"	830	101	"1"	-148	36	217	"Iowa"	"Guthrie County"	10621	10722	NA	NA	NA	NA	"3"	"REPUBLICAN"	67.2	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48293"	2672	101	"0"	-428	32	480	"Texas"	"Limestone County"	22149	22250	NA	NA	NA	NA	"6"	"REPUBLICAN"	74.6	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"53013"	2962	101	"3"	-110	5	210	"Washington"	"Columbia County"	3952	4053	NA	NA	NA	NA	"4"	"REPUBLICAN"	70.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"01065"	33	100	"1"	-196	2	288	"Alabama"	"Hale County"	14788	14888	NA	NA	NA	NA	"4"	"DEMOCRATIC"	59	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"37121"	1953	100	"1"	-465	19	542	"North Carolina"	"Mitchell County"	14899	14999	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.4	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"18139"	769	99	"1"	-103	23	173	"Indiana"	"Rush County"	16748	16847	NA	NA	NA	NA	"6"	"REPUBLICAN"	76.1	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21077"	1034	99	"1"	-35	7	130	"Kentucky"	"Gallatin County"	8693	8792	NA	NA	NA	NA	"2"	"REPUBLICAN"	76.8	"1"	"Metro - Counties in metro areas of 1 million population or more"
"26153"	1310	99	"1"	-228	16	308	"Michigan"	"Schoolcraft County"	8050	8149	NA	NA	NA	NA	"6"	"REPUBLICAN"	65.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"36025"	1843	99	"0"	-890	45	958	"New York"	"Delaware County"	44311	44410	NA	NA	NA	NA	"6"	"REPUBLICAN"	58	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"08111"	302	98	"14"	-3	0	99	"Colorado"	"San Juan County"	704	802	NA	NA	NA	NA	"6"	"DEMOCRATIC"	60.9	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"18147"	773	98	"0"	-215	25	280	"Indiana"	"Spencer County"	19812	19910	NA	NA	NA	NA	"6"	"REPUBLICAN"	68.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"05075"	150	97	"1"	-212	20	299	"Arkansas"	"Lawrence County"	16221	16318	NA	NA	NA	NA	"6"	"REPUBLICAN"	78	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"55051"	3075	97	"2"	-232	2	333	"Wisconsin"	"Iron County"	6131	6228	NA	NA	NA	NA	"6"	"REPUBLICAN"	60.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"46077"	2402	96	"2"	-15	11	101	"South Dakota"	"Kingsbury County"	5180	5276	NA	NA	NA	NA	"6"	"REPUBLICAN"	68.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"37171"	1978	95	"0"	-1195	74	1168	"North Carolina"	"Surry County"	71367	71462	9327	8561	51205	51154	"5"	"REPUBLICAN"	75.2	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"48385"	2718	95	"3"	-107	0	205	"Texas"	"Real County"	2759	2854	NA	NA	NA	NA	"6"	"REPUBLICAN"	82.9	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48333"	2692	95	"2"	-159	12	246	"Texas"	"Mills County"	4453	4548	NA	NA	NA	NA	"6"	"REPUBLICAN"	88.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"51161"	2899	95	"0"	-1702	319	1434	"Virginia"	"Roanoke County"	96931	97026	26120	25419	67995	70151	"3"	"REPUBLICAN"	59.9	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13167"	472	94	"1"	-184	5	254	"Georgia"	"Johnson County"	9188	9282	NA	NA	NA	NA	"5"	"REPUBLICAN"	69.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"27121"	1377	94	"1"	-66	22	142	"Minnesota"	"Pope County"	11306	11400	NA	NA	NA	NA	"6"	"REPUBLICAN"	62.9	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"26131"	1299	93	"2"	-252	3	351	"Michigan"	"Ontonagon County"	5813	5906	NA	NA	NA	NA	"6"	"REPUBLICAN"	62	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"29011"	1491	93	"1"	-97	-2	189	"Missouri"	"Barton County"	11638	11731	NA	NA	NA	NA	"6"	"REPUBLICAN"	85	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"48343"	2697	92	"1"	-312	50	353	"Texas"	"Morris County"	11974	12066	NA	NA	NA	NA	"6"	"REPUBLICAN"	69.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"31121"	1717	90	"1"	-46	15	120	"Nebraska"	"Merrick County"	7665	7755	NA	NA	NA	NA	"4"	"REPUBLICAN"	80.3	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"50009"	2813	90	"2"	-92	0	182	"Vermont"	"Essex County"	5920	6010	NA	NA	NA	NA	"5"	"REPUBLICAN"	51.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"20143"	962	89	"2"	-57	0	152	"Kansas"	"Ottawa County"	5729	5818	NA	NA	NA	NA	"5"	"REPUBLICAN"	81.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48387"	2719	89	"1"	-333	29	389	"Texas"	"Red River County"	11589	11678	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"19085"	834	88	"1"	-144	2	232	"Iowa"	"Harrison County"	14582	14670	NA	NA	NA	NA	"3"	"REPUBLICAN"	68.4	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"20069"	925	88	"2"	57	27	10	"Kansas"	"Gray County"	5655	5743	NA	NA	NA	NA	"6"	"REPUBLICAN"	83.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"38007"	1996	88	"9"	18	0	67	"North Dakota"	"Billings County"	946	1034	NA	NA	NA	NA	"6"	"REPUBLICAN"	85.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"27067"	1350	87	"0"	265	518	-722	"Minnesota"	"Kandiyohi County"	43726	43813	NA	NA	NA	NA	"5"	"REPUBLICAN"	61.8	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"31099"	1706	87	"1"	36	48	3	"Nebraska"	"Kearney County"	6683	6770	NA	NA	NA	NA	"5"	"REPUBLICAN"	78.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"41055"	2238	87	"5"	-3	2	85	"Oregon"	"Sherman County"	1864	1951	NA	NA	NA	NA	"6"	"REPUBLICAN"	76.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
